text,generated
"The Electoral College, established by the Founding Fathers within the Constitution, was meant to serve as a compromise between election of the President by a vote in Congress and a popular vote of citizens. What the founding fathers failed to see was the many outstanding flaws within the Electoral College. For many imperative reasons that cannot be avoided, elections must be changed to the method of popular vote, and the Electoral College must not be a part of the United states elections any longer.

The first and foremost reason why the Electoral College should no longer be kept in the U.S is because it will only lead to negative consequences. This has been observed in the past, and it must be prevented from occurring once more. One element of this disaster factor is that electors could defy the will of the people. Source 2 informs readers that state legislators are are technically responsible for picking electors. These electors could very easily decide to vote upon who they would like to see in office, rather than who the citizens want. The impact of this would be treacherous when the wrong person is elected as president. Source two quotes, ""Back in 1960, segregationsists in the Louisiana legislature nearly succeeded in replacing the democratic electors with new electors with new electors who would oppose John F. Kennedy."" This means that a popular vote for Kennedy would not have actually gone to Kennedy. How is that for a compromise between Congress and U.S voters? Furthermore, another way in which keeping the Electoral College would be disastrous would be seen in the case of a state sending two states of electors. Bradford Plumer reminded those in favor of the Electoral College that this has happened in Hawaii in 1960. Luckily, enormous downfall was avoided because Vice President Richard Nixon, presided over the Senate, validated his opponent's electors and did so ""without establishing a precedent."" However, America may not be so lucky the next time this may take place. Senators in each and every state must open their eyes and really see what is happening in their country. The U.S must change its elections to the popular vote system, where all of these impacts will be avoided. The Electoral College does nothing for its citizens, and states may send two states of electors to it, and for these reasons, America will face a very unhappy situation if we keep this system.

Popular vote is a much better system than the Electoral College because unlike the Electoral College, it is actually fair for its citizens. America, which has suffered greatly to achieve equality and liberty is held back by one thing the Electoral College. This is suffered by the United states citizens because of the College's winnertakeall system. Through this, candidates don't spend time in states they know they have no chance of winning, focusing only on the tight races in the ""swing"" states. Source 2 refers back to the 2000 campaign, saying, ""...seventeen states didn't see the candidates at all...and voters in 25 of the largest media markets didn't get to see a single campaign ad."" How can a president be properly elected with this system in place? Source 3 attempts to discredit this claim, aguing, ""Voters in tossup states are more likely to pay close attention to the campaign..."" What they fail to realize is that those citizens may not even know who they are voting for! It is lucid that there is simply no valid argument for outting the fate of the presidency into the hands of a couple swing voters in a state. In addition, as far as being unfair goes, there are also unpredicatable scenerios that may occur in elections. These scenerios are far from fair to anybody. For instance, there is always the prospect of a tie in the electoral vote. If that were to happen, the election would be thrown into the House of Representatives where voting would be handed over to state delegations. Plumer quotes, ""Given that many voters vote one party for president and another for Congress, the House's selection can hardly be expected to...unfair."" This would not happen if the U.S adopts the popular vote method, where the most popular candidate will win and reflect the citizens who placed him or her into office. The Electoral College is nothing other than unfair to the citizens who rely on it to elect their president.

For many reasons, election methods must be changed to popular vote, and the Electoral College must be disgarded. It will only lead to a profound disaster, and it is also extremely biased and unfair. The United States must take action, one state at a time, to reverse the negative path it is on. This is the only way the U.S can finally reach its long term goal complete prosperity.",0
"Dear state senator, I write to argue in favor of the Electoral College. The Electoral College is as it says on the 3rd source ""widely regarded as an anchronism, a nondemocratic method of selecting a president that ought to be overruled by declaring the candidates who receives the most popular votes the winner."" That was in my opinion pretty self explanatory. This letter is based on information from article sourses I read.

First of all, I would like to start by saying that the Electoral College is helpful to avoid problems where no candidate got a majority. For example in the 5th part of the source 3 it says ""Nixon in 1968 and Clinton in 1992 both had only 43 percent plurality of the popular votes, while winning a majority in the Electoral College 301 and 370 electoral votes, respectively"" which backs up my claim. I understand the ""wrong"" part of it like in the 2nd source it says ""If you lived in Texas, for instance, and wanted to vote for John Karry, you'd vote for a slate of 34 Democratic electors pledged to Kerry."" meaning voters vote for a slate of electors and they choose the president. Honestly I dont see it as that ""wrong"" but thats my opinion.

Second, I agree with the Electoral College despite the lack of ""democratic pedigree"" for five reasons. First, ""Certainty of Outcome"" meaning winning candidate's share of the Electoral College exceeds his share of the popular vote, example, Obama is rodney. Second, in the Everyone's President part it says that no region has enough electoral votes to elect a president, for example, ""rodney was in the South, has no incentive to campaign heavily in those states, for he gains no electoral votes increasing his plurality in states that he knows he will win"". Number 3, ""Swing States"" the ""winner takes all method of awarding electoral votes induces the candidatesas we saw in 2012 electionto focus their campaign efforts on the tossup states"". There is also number 4 where the Electoral College ""restores some of the weight in the political balance that large states lose virtue of the malapportionment of the Senate decreed in the Constitution"" amnd there is number 5, ""Avoid RunOff Elections"" which is what I used in the second paragraph as a claim.

In summation im in favor with the Electoral College for many reasons. After reading through this side and the opponing side of the argument I can honestly say that I prefer this method as it is. Yes there is a bad side to it but there is a bad side to everything and it shouldn't be big enough for anyone to oppose it. Well thank you for taking the time to read through this.",0
"To who it may concern, With all the problems affiliated with the Electoral College, I believe that the United States should do away with the process. This process by which the president is elected is unfair to those of us who are old enough to vote and understand politics. Another disadvantage is that the system of Electoral College is very confusing to many people.

The worst thing about the Electoral College is that it is just outright puzzling. Men who are running for a spot as a presidential candidate are not voted for by the citizens of that state. They have to gain supporters who then become the electors. Then the people of that state have to vote for the electors, not the person to become a presidential candidate. Voters can't even directly vote for who they want. What if you vote for a slate of electors, who are supposed to be in favor of the presidential candidate you want, but don't vote for him? What happens then? presidential candidates who should actually get a chance at running for president because they didn't get enough electoral votes. This all leads to the next disadvantage of the Electoral College, unfairness.

As stated in an article by Bradford Plumer, ""... Al Gore thanks to the quirks of the electoral collegewon the popular vote but lost the presidency."" The person running for president should be voted for directly by the voters. Someone, such as Al Gore, can get enough of the popular votes, but not enough of the electoral votes becuase they can't swing the votes in some states. This basically means that the majority of the United States would like to have Al Gore as a president, but couldn't because the majority of people in a state didn't want him as president.

To sum it up, the Electoral College should be eliminated from the presidential voting process. People should just directly vote for who they want as president and see where it goes from there.",0
"Automobiles are one of the most dramatic and resourceful products of the Industrial Revolution. They help people commute from one place to another, allow for travel time to decrease, and help citizens carry heavy objects from point A to point B. Only, did we think about the negative effect it could have on our environment? Forests are cut down to build highways, accidents are caused when the driver fails to pay proper attention to what he or she is doing, and greenhouse gases have overridden our atmosphere with choking smog. Many Americans rely on their cars, but have we thought about the positive of limiting our car usage? We as fellow citizens have a substantial amount of advantages if we simply limit our car usage to help create a better environment, for us, for the community, and for those to come.

One advantage of limited car usage is a better quality of life for a person. When a person has the responsibility of a car, they must make sure all of the parts are working properly, know how to operate the car safely, know exactly which routes to take that are safest for the car and for themself, know exactly how to fix the car in case something malfunctions, the list continues. This causes the person to become overwhelmed and stressed due to the needs of their car. Elisabeth Rosenthal states in ""The End of Car Culture"" that, ""people who stopped car commuting as a result of recession find little reason to resume the habit"" Rosenthal, paragraph 8. Basically, people who limited their use of cars were more relaxed and found no good reason to return to their habit of using a car. furthermore, with more people limiting their car usage, the more they use local stores and shops that are walking or biking distance. Rosenthal also states ""In German Suburb, Life Goes on Without Cars"" , ""stores are placed a walk away, on a main street, rather than in malls..."" Rosenthal, paragraph 6. In other words, businesses florish due to their locations and promote citizens to limit their car usage due to their distance to travel. This also allows for more people to acknowledge their cities and allow them to become cleaner and beautiful.

Similar to the first, another advantage is for the betterment of the city. According to ""Paris bans driving due to smog"" by Robert Duffer, ""... Beijing, China which is known as one of the most polluted cities in the world"" Duffer, paragraph 5. This is due to Beijing's huge population tourist and regular and their increased use of cars on a daily basis. In other words, smog due to passenger cars in one of the leading causes of pollution in our society. The cars are, literally, choking us and future generation to the point where we won't be able to breathe. Limited car usage allows for the reduction of greenhouse emmisions and smog, allowing for oxygen to circulate and breathe life into us and our children. As a result of reduced greenhouse emmisions, cities become cleaner and more beautiful. As stated by Andrew Selsky in ""Carfree day is Spinning into a Big Hit in Bogota"" , ""Parks and sports senters also have bloomed throughout the city uneven, pitted sidewalks have been replaced by broad, smooth sidewalks and new resturants and upscale shopping districts have croopped up"" Selsky, paragraph 15. Basically, the limited use of cars has allowed the city to florish and reconstruct itself into something beautiful and strong for the community to enjoy.

The limited use of cars has allowed for the betterment of the community and of cities across the globe and many people are taking advantage of this new era coming into play. The health of people has improved and the pollution that makes up our atmosphere has decreased in a slow, but steady stream. Imagine how much better the environment would be once the use of cars is limited to less than one perent of the population. The future is bright and we only need to strive for it, without headlights.",0
"Voting time is here again and its time to cast your vote for the president, but do you know what really happened when you vote? See the United States Constitution has this process set that the election of a president consists of the selection of electors and each state has electors based on population. Citizens vote for the electors candidate and the electors take the majority of the votes whether it be democratic or Republican and all votes of that states electoral representatives vote for the states winning president. Crazy right? But is that the most effective way to this and if it is not the why shouldnt we change it to something more fare and equal and not leave it up to some special electors. Leave it to the people to decide who we want for our president.

The United states is a fairly new country compared to others around our world yet we have some pretty advanced technologies and some really brilent ideas but when our founding fathers made the Constitution I dont think they made the best choice. Even some of our previous presidents like Nixon, Carter, Dole, Chamber of Commerce and the AFLCIO have said we need a better way to elect our presidents. In 2000 Al Gore had won the popular vote and was set on presidency but did not win thanks to this outrageous system and lost the electoral vote and lost his shot at precedence. If you win the popular vote doesn that mean your the fan favorite and the citizens want you to be president because the majority voted for you. During a pole shortly after Gore lost people were asked if we should keep the system we have now or chang and 60% of the people asked said that we should change. Cant you see the people are cying our for help and asking to change the system so someone like Gore doesn get cheater again.

When campaigning as a president shouldnt you try to visit every state to try and increase yo popularity? Well sadly it really doesn work like that with this current system you see some presidents lets take Obama and rodney as and example. Some states wont see the candidates at all because they ""know"" they will win the electoral votes. Obama in the 2012 election never visited some states like Ohio or rodney and flordia because they knew that the majority would vote for him and he would win that state. Now how is that fair. If it was up to just a popularity vote each president campaigning would go to every stae trying to get as many voters as possible instead they say eh i will skip that state because I will get the majority any ways. On top of the the electoral system makes smaller states less important because it is set up where more population means more votes. That to me is saying well you a small state so everyone in that stae you mean way less that this other state. California, Texas, and Flordia are the most campianed states in the US because they have 55,38,29 votes respectivley. now places like Arizona, Ohio, north and south Dakota have six, three, three, and three respectivley. how is any of these people less important adn less aluable the the ones in California, Texas or Flordia.

I still cant find a reason why we should keep this sytem around and the more I think about it the more I want to get rid of it. The electoral college is taking our power as US citizens our of our hands and defies us from voting for the president and in turn makes us vote for special offece people. I say leave the electoral system and change to a popular vote wins presedency. This puts power where it should belong, in the hands of the citizens. Who else is with me on abanding the old way and taking a new step in the direction of power to the people.",0
"Dear state senator, Ever since 1776, The United States of America has been a great example of freedom, excellence, and democracy. After all, the U.S. is one of the biggest supporters of democracy, and is all about the rights of their people. So imagine my shock to learn that this country, in fact, does not rely on it's people to vote for their leader. Which, to many people would be the simplest form of freedom out there. Instead, we have the Electoral College. The Electoral College is a number of electors that represent a state. ""Your state's entitled allotment of electors equals the number of members in its Congressional delegation: one for each member in the House of Representatives plus two for your Senators...."" What Is the Electoral College? by the Office of the Federal Register In this quote, it explains that the Electoral College is based on the existing population in your state therefore, the more people you have, the more electors the state receives. However, this sounds great and all, but in my opinion, a direct democracy would work great for this country because it would generate just representation of the people by allowing them to make the vote, encourage voters and remind them that they have a voice, and immediately destroy the chances of a representative to vote for an opposing candidate.

America is all about their people. And of course, the government wants to do what's best for them, right? Voting is a right that American citizens achieve when they reach the matured age of eighteen. It's supposed to feel like a blessing that we get to decide and have a voice in the process of election. But, with the Electoral College, it ""...may turn off potential voters of a candidate who has no hope of carrying their state."" In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner So the citizens of this country are beginning to feel like their say in this decision will have little to no impact. This will affect the amount of voters and will ultimately cause a huge problem in the way people feel about representation.

Enough about the people, how about the electors? ""Can voters control whom their electors vote for? Not always."" The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong by Bradford Plumer This means that not even when the people vote for all their electors and they should be selecting the correct candidate, they may change their minds. Electors are people too, and people may have their opinions swayed and then the electors could vote for the other candidate. It is scary to think that the candidate everyone chose and was rooting for might not win because someone decided to make a different decision.

And some people might stand up for the Electoral College, say that ""The winnertakeall method of awarding electoral votes induces the candidates...to focus their campain efforts on the tossup states."" In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President by Richard A. Posner It later goes on to say that because of this, the citizens in the Swing States become the most thoughtful voters because they receive the most information on the candidates. However, wouldn't we, as a country, prefer all of our potential voters to be informed and wellaware of our candidates? ""Because of the winnertakeall system in each state, candidates don't spend time in states...focusing only on the tight races in the 'swing' states."" The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong by Bradford Plumer Why should the fate of the presidency be laid in the hands of such a small amount of people when our country is meant to be for everybody in the land?

As a concluding statement, senator, I want you to consider my argument that we'd be better off without the Electoral College because citizens should be able to decide who they want to run, they should feel important, they should all be wellinformed, and electors that change their minds wouldn't even be a problem anymore. Thank you for taking the time to consider my letter.",0
"Dear State Senator, I send you this letter to bring up an issue that is often debated amongst us Americans. Should we kee the Electoral College? No! The electoral college just doesn't work anymore and we have seen that in the past. You probably ask yourself what is wrong with the Electoral College? The problem with the Electoral College is that it is unfair, it doesn't rely on what the people say and it can sometimes really make the public mad.

The Electoral College is really unfair, especially for voters. We vote for who WE want, not for some other guy to say what we want. Voters want THEIR voice to be heard when they vote not someone else's. When we vote for a presidential candidate we want to vote directly for who we are voting, we want to pick who we want directly. In source 2 the article explains how the Electoral College works. The author says ""Under the electoral college system, voters vote not for the president, but for a state of electors, who in turn elect the president."" What this means is that when you voted for Obama you didn't vote for Obama , you voted for a group of people to vote for who they wanted. So your voice was not heard. Don't you find that unfair to the voters and to the candidates?

overtime one person votes for a certain presidential candidate, they are basically ignored. The President should be chosen by the people! And at the moment the President is being chosen by politicians who will ""represent"" us and repeat what we say although that has been proven to not always be true. Passage 2 reminds us of the incidence in the 2000 election in which Al Gore lost the presidency to George W. Bush by electoral votes, even though he had more individual votes. This proves that our state representatives will not always represent us how we want them to, but how they want to represent us. This is the reason why voters need a direct voice from them to picking their leaders. We should pick what we want not what some politicians want. You are probably saying that these incidents do not happen very often, as said in source 3. The article says ""...it is entirely possible that the winner of the electoral vote will not win the national popular vote. Yet that has happened very rarely. It happened in 2000...but that was the first time since 1888"" This says that situations like this are very rare, yet it is still possible. Even so, wouldn't you rather the people be heard rather than a politician that claims to represent his state?

So many people got mad in 2000 when they just chose the president most people didn't want. There's many ways to make us Americans mad and this is just another one of those ways. In the United States you are supposed to be able to choose what you believe to be right. If you want to choose what you think should be the future's right president then you should be able to pick him and not have to expect anyone's approval or opinion on your vote. You should be able to walk out from the voting center and say I voted for this guy. Eventually keeping the Electoral College will only cause more problems, because as time goes on the human develops its opinion futher and creates and spreads new ideas meaning that there will be more people picking different things. If you think that what you are picking should be picked you should be able to say ""I want that"" and not have to through the bother knowing that a politician may have chosen what you DON'T want. If you want to make Americans mad, then keep the Electoral College.

In conclusion I think that the Electoral College be removed and the use of popular vote be put into effect because the Electoral College is unfair, it does not reply on what the public says and it makes the Americans mad. Please take this letter into consideration.",0
"Dear state senator, I theink thee Electoral College should stay because like most well educated Americans thee people of thee Electoral College know who theey want to lead theis country. Most Americans complain about how theere vote doesn't matter but it really does. Your vote is what's making thee electors decied on who should lead America.

The Electoral College is a group of well educated people theat understand congress better thean thee average American citizen. In order to choose thee right leader we need to have thee highly qualified people for thee job. Most Americans don't know what toppings to put on theeir pizzas, now imagine what kind of trouble theey would have choosing someone to run our country. when you vote you don't vote for thee president or thee secretary of state or thee governor, you vote for a slate of electors theat theen choose who to elect as thee leader of thee country, state, or city. thee Electoral College is widely regarded as an anachronism, a nondemocratic metheod of selecting a president theat ought to be overruled by declaring thee candidate who recieves thee most popular votes thee winner. but each party selects a slate of electors trusted to vote for thee party's nominee and thee trust is rarely betrayed.

There are 5 reasons for retaining thee Electoral College.

A dispute over thee outcome of an Electoral College vote is possible but it is less likely thean a dispute over the popular vote.

2. Everyone's President The Electoral College requires a presidential candidate to have transregional appeal. No region has enough electoral votes to elect a president. So a regional favorite, such as Mitt rodney was in thee southe, has no incentive to campaign heavily in theose states, for he gains no electoral votes by increasing his plurality in states theat he knows he's more favorited to win in. theis is a desirable result because a candidate withe only regional appeal is unlikely to become a successful president.

3. Swing States The winnertakeall metheod of awarding electoral votes induces thee candidates to focus theeir campaign efforts on thee tossup states. Voters in tossup states are more likely to pay close attention to thee campaign knowing theat theey're going to decide thee election. They are likely to be thee most theoughtful voters and thee most theoughtful voters are thee ones theat are going to be deciding thee election.

4. Big States A large state usually gets more attention from presidential candidates theen thee smaller states 5. Avoid RunOff Elections There is pressure for runoff elections when no candidate wins a majority of thee votes cast theat pressure, which would greatly complicate thee presidential election procces, is reduced by thee Electoral College, which invariably produces a clear winner.

A good precentage of Americans want thee Electoral college to be gone but i theink theat thee Electoral College should keep doing what it is doing because theey know how to choose thee right candidate and theey have a great 5 step procces to choose who should lead thee United States.",0
"There is a new era in driving. people from all around the contry are either cutting down on driving or getting rid of there cars all together. I think that cutting back on te usage of driving a car will get people to find new ways of travel and also cut down on green house gas emissions.

There are many reasons to cut down on the driving of cars. one of these reasons is to find new ways of traveling. I'm not the only one who feels this way. there are many up and coming communitys enforcing the same idea but actual doing somthing to enforce it. ""70 percent of vaughn's families don not own cars and 57 percent of the family sold there car to move there""source 1as you can see i am not the onlyone with these belifs this neighborhood has set up certain rules and restrictions to make sure that people are either finding a place to store there car and walk and find a new means of transportation or they are selling there cars all together. Another way people like this are preventing people from driving or buying cars is they make it extremely expensive to park and store your car. like it says in source 1""car ownership is aloud but there are only two places to parklarge garages at the edge of the development where car owners buy a space for 40,000 dollars,along with a home""so as you can see even though they are not making driving impossible but they are making it extremely hard to indulge in that process.

Another reason that i think we should cut down or completly get rid of driving and cas is to cut down on green house gas emissions. in the second source it says ""paris had 147 micrograms of particulate mater or PM. compared to other countries in the world that only have 114 or 79 micrograms PM."" source 2 this goes to show that just one of the smaller cities in a smaller contrie is emitting this much pollution into the air imagine how much the U.S is or china is emitting daily. when paris found out abot this they made sure that no one was driving for the next few days to ""clear the air"". and when the driving ban lifted there was already an increase in the clenleness of the air after only a few days of not a lot of people driving. And the people who were caught driving were givin a fine for driving. if we want to stop the green house gas emissions we as a contry and even a world need to find ways like what paris did to ""clear the air"" cars alone make up 12% of the green house gas emissions. now imagine our contry and planet if we were to completly cut out that 12% percent. we can do that as long as we can come up with ways and guide lines and rules to limit the use of cars.

to wrap up,i think as a contry and as a planet we need to come up with new ways and ideas on how to limit the use of cars and the green house gas emissions. and the only way to do that is to give people other options on diffrent ways of travel and to show them the statistics of how bad cars actualy are for the enviroment.",0
"From the early 2000's to the present day, the number of people who own cars throughout Europe and the United States has gone down. Although personal motorized vehicles can be convenient to own and use, there are many advantages to not owning a car, such as a decrease in air pollution, experiencing other sources of transportation, and an overall cultural shift.

Air pollution is a big issue all around the world. Cars are responsible for twelve percent of the greenhouse gas emissions in Europe and fifty percent of the greenhouse gas emissions in some highly populated areas in the United States. Cities such as Paris have banned cars for a few days in order to reduce the greenhouse gases emitted into their atmosphere. Congestion of environmentally damaging gases went down by sixty percent in Paris after their cleanse, where as before the cleanse, they were suffering through five straight days of heavy smog. Cars are the second most source for carbon emission in the United States. Lower amounts of cars owned results in less pollution in the air, which creates an all around better environment, a huge advantage.

Without personal cars, people resort to using other new and exciting forms of transportation such as biking, walking, hiking, or using buses, taxis, or the transit. In Vauban, Germany, the residents live a new lifestyle without personal cars. The community is small, and there are just a few streets that are easily accessible. The residents in the community experience a life that is close to the people around them. In Bogota, Columbia, once a year they have a carfree day, where the population must find other ways to get around instead of their personal vehicles. The carfree day is very popular, and as a result, has allowed the city to invest in one hundred and eighteen miles of new bike paths and sidewalks, new parks, and new sports centers. In the United States, some people decide to just set up their life around their home. Everything they have to get to is within walking distance of their home. The number of miles driven peaked in 2005, and then declined heavily afterward. In New York, the bike sharing program and the car pooling programs have allowed for less personal car use. Driving by teenagers all throughout the United States has decreased by twentythree percent between 2001 and 2009.

The decrease in personal vehicle use is leading to a revolutionary cultural change that is crossing borders and making it's way around the world. Since World War II, the development of the world has revolved around the car, but that will soon change. From Vauban, Germany, where there is no car use at all, to the United States, where in 2013, the number of miles driven per person was equal to that of 1995, this cultural change is making it's way into each home. Some explanations for this change are the internet and city centers. The internet allows people to feel connected to family and friends without having to drive to see them. City centers have made the suburbs less populated, which results in less driving back and forth. Some possible results from a cultural shift away from the use of personal cars are less dependence on the car industry, and overall smaller, closer, and more communitydriven cities based around transportation such as biking and walking. In the long run, this cultural shift would be an advantage to the world.

In Europe and the United States, many people have already made the shift away from personal car usage. People of the world can partake in a cultural change of less car usage, experiencing different forms of transportation, and all the while positively affecting their environment.",0
"Driving at times can be a really big issue to deal with. There are so many thing that can go wrong, a crash, then increase in insurance, you might even get your license taken away after that. When you don't drive, the world is an open book just waiting to be read. Walking or riding bikes can relieve stress and make you more fit and in shape. The gasses that come from cars are just aweful for the environment, and there would be such a largly reduced number in traffic jams if people would just get off the road. Once your on the road, anything can happen. It's dangerous, i sometimes even wonder if i really want a license.

When you drive there are so many traffic jams. The idea of never having to worry about traffic again is intriguing. Why worry about having to rush through traffic just to get to work on time, when instead you can simply manage your time correctly and walk at the pace you are comfortable with. Traffic jams cause accidents that put peoples lives at risk. In the article, ""Carfree day is spinning into a big hit in booga"" by Andrew Selsky, he states, ""...millions of Colombians hiked, biked, skated, or took buses to work during a carfree day...leaving the streets of this capital city eerily devoid of traffic jams"". The carfree day in Colombia is working to perfection to promote alternative transportation, i don't see why we dont have this in the United States.

driving causes stress and tension and that's never good. A stressed driver is a dangerous driver, when you're stressed you become more careless and less aware of your surroundings and that is very dangerous as a driver it leads to reckless driving and accidents. Being without a car relieves this stress for many people. In the article, ""In German Suburb, Life Goes On Without Cars"" by Elisabeth Rosenthal, a quote from the article states, ""When i had a car i was always tense. I'm much happier this way,"" said Heidrun Walter. This shows that cars are a lot to handle and that most people just believe it is too much stress for one person to deal with.

The smog and pollution caused by all the cars that are on the road these days is another reason why it is best to stay off the road. In the article, ""Paris bans driving due to smog"" by Robert Duffer, he says, ""The smog rivaled Beijing, China, which is known as one of the most polluted cities in the world"". The cities ban on cars on the road shows a serious concern in the saftey of the people because of all the smog that driving has caused.

Some people might argue that cars would be faster, but if you take a car you are going to be mor at risk of an accident, you're going to be polluting the air, and you'll only be stressing yourself out in the process. I strongly suggest that America does something to change our ways, because if we don't, we'll end up like Beijing and Paris with an extremly high pollution rate.",0
"You're running late for work, but you still have to drop the kids off at work. Or maybe you overslept and have to get to school soon. You get everything ready for the day, jump into your car, and you drive off. Cars are very important in todays society, but limiting your car usage can have its advantages. Reducing the amount of times you use your car could help the environment, the economy, and the development of the city you are living in.

Pollution is a topic that is heard of everywhere, yet we don't take action to prevent it. Limiting your car usage could help contribute to helping the world get rid of pollution in the air. Paris typically has mor smog than other European capitals due to their usage of diesel fuel. Diesels make up about 67 percent of vehicles in France. Paris has tried to stop people from using their cars so much and is fining them if they are. Eventually, due to so much smog and diesel usage, people will have to stop using their cars so much if they want to be abe to see where they're going when driving.

The economy will benefit from the limited usage of cars. Think about it, if we use our cars less, we don't run out of gas as fast as we usually would. If we don't run out of gas, we don't spend as much money trying to fill the tank. If we don't buy as much gas, the price of gas will decrease due to the amount the pipelines are able to store and generate at the same time. If we limit our usage of vehicles, insurance costs will decrease because people are not driving as often and there aren't as many accidents happening.

The development of the city you live in will change in a good way for you if you limit the usage of your vehicles. It used to be that people in the old days wanted to move out as far as possible from their neighbors for ""space"". The areas and cities just kept on expanding an dit would take longer to get somewhere in town. People wanted to live in suburban and have a job in the city. This increased the usage of cars and other vehicles. Now, people are starting to move back into the city, amking it denser. Once you live in the city, you wouldn't have to use your car to go grocery shopping because there is a public or walmart right across the street from you. People in these dense cities will start to walk or ride their bikes to work.

Parents wouldn't have to worry about being late and still having to drop of their kids. While the parent is able to drive twice toandfrom work, the kids could go toandfrom school by walkin or riding their bikes. This cuts off the usage off the car. Instead of dropping of the kids and then going to work and then going to pick the kids up and then head home, know you won't have to do that.

Limiting the amount of time you use your car for can help the world and yourself. You save money, time, and the planet all at once by using your vehicles less. On the outskirts of Freiburg, Germany, residents in a community are forbidden of street parking, driveways, and home garages. Car ownership is allowed, but you would have to park in a large garage at the edge of the development. Along with this, you eould pay 40,000, with a home, to be a car owner. These methods are being used more and more to stop the great and unreasonable usage of cars.",0
"The four passages provided explain that less and less people are buying cars and obtaining licences because of the multiple advantages it provides such as reduced pollution, reduced stress, and reduced traffic.

All, four passages mention that an up side of limiting car usage would reduce pollution around the world. In paragraph five it mentions that ""passenger cars are responsible for 12 percent of greenhouse gas emissions in europe... and up to 50 percent in some car intensive areas in the united states."" By reducing the amount of cars driven in these areas we could reduce the amount of pollution. Due to large amounts of smog created by pollution in France, banning was put on drivers with even license plates for one day. This is shown in paragraph 19, ""The smog cleared enough Monday for the ruling French party to recind the ban for oddnumbered plates on Tuesday."" This shows how much can change in just one carfree day.

Not driving cars can also reduce stress. The families in Vauban, Germany experience less stress when not driving and instead walk or ride a bike. Heidrun Walter, a media trainer and mother of two stated in paragraph three, ""when I had a car I was always tense. I'm much happier this way.'"" Even though this is just one opinion, it is safe to say that the other residents in the community are feeling the same way. In Bogota, Columbia a carfree day has been that has been held annually for three years has a businessman named Carlos Arturo Plaza saying in paragraph 24 ""'It's a good opportunity to take away stress and lower air pollution.'"" Not driving cars obviously is a way of lowering stress.

Finnaly, not driving can reduce traffic in heavly populated areas. In paragraph 14 it shows how not driving can reduce traffic, ""Congestion was down 60 percent in the capital of France, after five days of intensifying smog."" In just five days traffic was down 60 percent! Imagine what a few carfree weeks or months could do. Again back to Bogota, Columbia, paragraph 20 states ""...Millions of Columbians hiked, biked, skated or took busses to work during a carfree day yesterday, leaving the streets of this capital city eerily devoid of traffic jams."" This shows that carfree days can even be done in large cities.

In the end, even though life without cars would be difficult there are many more pros than cons to living without cars. The pros being less pollution, less stress, and less traffic.",0
"Smog, acid rain, high carbondioxide levels, all of these things are due to pollution. In many countries the leaders have put a ban towards cars. Paris France, Vauban Germany, Bogota Colombia, and even the United States of America haveare thinking about putting a ban on cars or other transporting objects. Their are many advantages to limiting car usage limiting pollutians in the air, saving money, and having a healthier life style.

Cars can cost a pretty penny epically if their new, and many lowmiddle class family's have trouble keeping up with the bills that come with a car. Car payments alone can run up to 300 a month. Then theirs insurance, and if your car happends to need a change of oil, or breaks theirs another 200300 dollar payment. That's why people are starting to buy fewer and fewer cars each year. After the peek in 2005 car percheses have droped tremendously, with less people deciding to get a license.

Not getting you license dosn't mean you cant get around, it just means that you have to find other means of transportation. Biking, walking, even riding on your skateboard can get you from point A to point B. Cars are bigining to become obsolete, not being used in large suburbs, or highly populated cities. People have started to walk to work and that has a largee impact on health. With people having privet cars they dont feel the need to have physical activity every day. This could be contributing to obesity. With cars being out of mind people are starting to get exersize just by walking to work. Cars have also contributed to many deaths all over the world. With new technology coming out many drivers get distracted. Wether its talking on their phones, trying to pick up something thats' dropped in the back seat, or even trying to dig something out of your purse. Not all drivers are a fault tho, many other accidents happen because of pedestrians not paying attention. These accidents could be prevented though, by just getting rid of the use of cars.

Passenger cars cause 12% of greenhouse gass additions in europe, and up to 50% in some carintensive areas in the Unites States. If we got rid of most privetly owned cars though, it world bring that pecentige down tremendously. In Paris the record high pollution finally had them pass a partial driving ban untill the thick smog cleard the city streets. congestion was down 60% in the streets of paris, and after 5 days of intensifying smog it had finally cleard.

Cars all over the world are slowly becoming less and less used. This could help the pollution, health and save money. these advantiges to getting rid of cars is going to become a topic thast we will talk alot about for ages, until cars become compleetly and totaly obsolite.",0
